video_id,word,gloss,source
0919.000,Aşık olmak,AŞIK OLMAK,tid_sozluk
0920.000,Avantaj,AVANTAJ,tid_sozluk
0920.001,Avantaj,AVANTAJ,tid_sozluk
0921.001,Ayran,AYRAN,tid_sozluk
0921.000,Ayran,AYRAN,tid_sozluk
0964.000,Altı,ALTI,tid_sozluk
0967.000,Affetmek,AFFETMEK,tid_sozluk
0967.001,Affetmek,AFFETMEK,tid_sozluk
0968.000,Akıtmak,AKITMAK,tid_sozluk
0969.001,Asla,ASLA,tid_sozluk
0969.000,Asla,ASLA,tid_sozluk
0970.000,Aynen,AYNEN,tid_sozluk
0970.001,Aynen,AYNEN,tid_sozluk
1011.001,Aç,AÇ,tid_sozluk
1011.000,Aç,AÇ,tid_sozluk
1012.000,Anneanne,ANNEANNE,tid_sozluk
1013.000,Artı,ARTI,tid_sozluk
1014.000,At,AT,tid_sozluk
1015.000,Avukat,AVUKAT,tid_sozluk
1016.000,Ayırmak,AYIRMAK,tid_sozluk
1016.001,Ayırmak,AYIRMAK,tid_sozluk
1016.002,Ayırmak,AYIRMAK,tid_sozluk
1069.001,Açıklamak,AÇIKLAMAK,tid_sozluk
1069.000,Açıklamak,AÇIKLAMAK,tid_sozluk
1070.000,Akıcı,AKICI,tid_sozluk
1070.001,Akıcı,AKICI,tid_sozluk
1071.001,"Arzu, İstek",ARZU,tid_sozluk
1071.001,"Arzu, İstek",İSTEK,tid_sozluk
1071.001,"Arzu, İstek",ARZU,tid_sozluk
1071.001,"Arzu, İstek",İSTEK,tid_sozluk
1071.000,"Arzu, İstek",ARZU,tid_sozluk
1071.000,"Arzu, İstek",İSTEK,tid_sozluk
1071.000,"Arzu, İstek",ARZU,tid_sozluk
1071.000,"Arzu, İstek",İSTEK,tid_sozluk
1072.000,Aslan,ASLAN,tid_sozluk
1132.000,Abartmak,ABARTMAK,tid_sozluk
1132.001,Abartmak,ABARTMAK,tid_sozluk
1133.000,Adet,ADET,tid_sozluk
1134.000,Afiş,AFİŞ,tid_sozluk
1135.000,Ağrı,AĞRI,tid_sozluk
1135.001,Ağrı,AĞRI,tid_sozluk
1135.002,Ağrı,AĞRI,tid_sozluk
1136.000,Alet,ALET,tid_sozluk
1137.001,Allah korusun,ALLAH KORUSUN,tid_sozluk
1137.000,Allah korusun,ALLAH KORUSUN,tid_sozluk
1138.001,Arap,ARAP,tid_sozluk
1138.000,Arap,ARAP,tid_sozluk
1139.001,Aşağılamak,AŞAĞILAMAK,tid_sozluk
1139.000,Aşağılamak,AŞAĞILAMAK,tid_sozluk
1295.000,Ağır konuşma,AĞIR KONUŞMA,tid_sozluk
1296.000,Adalet,ADALET,tid_sozluk
1296.001,Adalet,ADALET,tid_sozluk
1297.001,Ağrıtmak,AĞRITMAK,tid_sozluk
1297.000,Ağrıtmak,AĞRITMAK,tid_sozluk
1297.002,Ağrıtmak,AĞRITMAK,tid_sozluk
1298.001,Alerji,ALERJİ,tid_sozluk
1298.002,Alerji,ALERJİ,tid_sozluk
1298.000,Alerji,ALERJİ,tid_sozluk
1299.000,Anahtar,ANAHTAR,tid_sozluk
1300.000,Antrenör,ANTRENÖR,tid_sozluk
1301.000,Araştırma,ARAŞTIRMA,tid_sozluk
1302.000,Asmak,ASMAK,tid_sozluk
1302.001,Asmak,ASMAK,tid_sozluk
1303.000,Azim,AZİM,tid_sozluk
1395.000,Acil,ACİL,tid_sozluk
1396.000,Ada,ADA,tid_sozluk
1396.001,Ada,ADA,tid_sozluk
1398.000,Alan,ALAN,tid_sozluk
1399.001,Alay,ALAY,tid_sozluk
1399.000,Alay,ALAY,tid_sozluk
1400.000,Alçı,ALÇI,tid_sozluk
1400.001,Alçı,ALÇI,tid_sozluk
1402.001,Allaha şükür,ALLAHA ŞÜKÜR,tid_sozluk
1402.000,Allaha şükür,ALLAHA ŞÜKÜR,tid_sozluk
1403.000,Amin,AMİN,tid_sozluk
1404.001,Asgari,ASGARİ,tid_sozluk
1404.000,Asgari,ASGARİ,tid_sozluk
1405.000,Atılmak,ATILMAK,tid_sozluk
1406.000,Ayak basmak,AYAK BASMAK,tid_sozluk
1407.000,Aynen iletmek,AYNEN İLETMEK,tid_sozluk
1408.000,Ayrımcı,AYRIMCI,tid_sozluk
1498.001,Altmış,ALTMIŞ,tid_sozluk
1498.000,Altmış,ALTMIŞ,tid_sozluk
1500.000,Abdest,ABDEST,tid_sozluk
1501.000,Açgözlü,AÇGÖZLÜ,tid_sozluk
1502.000,Açılmak,AÇILMAK,tid_sozluk
1502.001,Açılmak,AÇILMAK,tid_sozluk
1503.000,Ağzı açık kalmak,AĞZI AÇIK KALMAK,tid_sozluk
1504.001,Aldatmak,ALDATMAK,tid_sozluk
1504.000,Aldatmak,ALDATMAK,tid_sozluk
1505.000,"Alfabe, Abece",ALFABE,tid_sozluk
1505.000,"Alfabe, Abece",ABECE,tid_sozluk
1506.001,"Alkol, İçki",ALKOL,tid_sozluk
1506.001,"Alkol, İçki",İÇKİ,tid_sozluk
1506.001,"Alkol, İçki",ALKOL,tid_sozluk
1506.001,"Alkol, İçki",İÇKİ,tid_sozluk
1506.000,"Alkol, İçki",ALKOL,tid_sozluk
1506.000,"Alkol, İçki",İÇKİ,tid_sozluk
1506.000,"Alkol, İçki",ALKOL,tid_sozluk
1506.000,"Alkol, İçki",İÇKİ,tid_sozluk
1507.000,Ana,ANA,tid_sozluk
1508.000,Anadolu,ANADOLU,tid_sozluk
1509.000,Anten,ANTEN,tid_sozluk
1510.000,Atıştırmak,ATIŞTIRMAK,tid_sozluk
1511.002,Ayarlamak,AYARLAMAK,tid_sozluk
1511.000,Ayarlamak,AYARLAMAK,tid_sozluk
1511.001,Ayarlamak,AYARLAMAK,tid_sozluk
1683.000,Ağustos,AĞUSTOS,tid_sozluk
1684.000,Akılsız,AKILSIZ,tid_sozluk
1684.001,Akılsız,AKILSIZ,tid_sozluk
1686.002,Alaka,ALAKA,tid_sozluk
1686.001,Alaka,ALAKA,tid_sozluk
1686.000,Alaka,ALAKA,tid_sozluk
1687.000,Alçalmak,ALÇALMAK,tid_sozluk
1688.001,Alışveriş,ALIŞVERİŞ,tid_sozluk
1688.000,Alışveriş,ALIŞVERİŞ,tid_sozluk
1689.001,Alkış,ALKIŞ,tid_sozluk
1689.000,Alkış,ALKIŞ,tid_sozluk
1690.000,Apartman,APARTMAN,tid_sozluk
1691.000,Ayna,AYNA,tid_sozluk
1692.002,Azaltmak,AZALTMAK,tid_sozluk
1692.001,Azaltmak,AZALTMAK,tid_sozluk
1692.000,Azaltmak,AZALTMAK,tid_sozluk
1752.000,Avans,AVANS,tid_sozluk
1752.001,Avans,AVANS,tid_sozluk
1759.000,Atkı,ATKI,tid_sozluk
1805.000,Akciğer,AKCİĞER,tid_sozluk
1816.000,Aralık,ARALIK,tid_sozluk
1910.000,Acaba,ACABA,tid_sozluk
1911.001,Açlık,AÇLIK,tid_sozluk
1911.000,Açlık,AÇLIK,tid_sozluk
1912.000,Aklına almak,AKLINA ALMAK,tid_sozluk
1913.000,Aktarmak,AKTARMAK,tid_sozluk
1914.000,Alın,ALIN,tid_sozluk
1915.000,Alınmak,ALINMAK,tid_sozluk
1915.001,Alınmak,ALINMAK,tid_sozluk
1916.000,Alıştırmak,ALIŞTIRMAK,tid_sozluk
1917.000,Alman,ALMAN,tid_sozluk
1918.001,Amir,AMİR,tid_sozluk
1918.000,Amir,AMİR,tid_sozluk
1919.000,Anlam,ANLAM,tid_sozluk
1920.000,Anlaşma,ANLAŞMA,tid_sozluk
1920.001,Anlaşma,ANLAŞMA,tid_sozluk
1921.000,Antlaşma,ANTLAŞMA,tid_sozluk
1922.000,Apandisit,APANDİSİT,tid_sozluk
1923.000,Artırmak,ARTIRMAK,tid_sozluk
1923.001,Artırmak,ARTIRMAK,tid_sozluk
1924.002,Aşçı,AŞÇI,tid_sozluk
1924.000,Aşçı,AŞÇI,tid_sozluk
1924.001,Aşçı,AŞÇI,tid_sozluk
1925.000,Aşı,AŞI,tid_sozluk
1926.000,Aut,AUT,tid_sozluk
1927.000,Aylık,AYLIK,tid_sozluk
1960.000,Anaokulu,ANAOKULU,tid_sozluk
0001.002,Ben,BEN,tid_sozluk
0001.000,Ben,BEN,tid_sozluk
0001.001,Ben,BEN,tid_sozluk
0004.000,Bu,BU,tid_sozluk
0004.001,Bu,BU,tid_sozluk
0006.000,Bilmek,BİLMEK,tid_sozluk
0013.002,Bakmak,BAKMAK,tid_sozluk
0013.001,Bakmak,BAKMAK,tid_sozluk
0013.000,Bakmak,BAKMAK,tid_sozluk
0025.000,Baba,BABA,tid_sozluk
0030.000,Bitmek,BİTMEK,tid_sozluk
0030.001,Bitmek,BİTMEK,tid_sozluk
0030.002,Bitmek,BİTMEK,tid_sozluk
0051.000,Bir,BİR,tid_sozluk
0080.000,Beraber,BERABER,tid_sozluk
0080.001,Beraber,BERABER,tid_sozluk
0081.000,Biraz,BİRAZ,tid_sozluk
0088.000,Başka,BAŞKA,tid_sozluk
0088.001,Başka,BAŞKA,tid_sozluk
0101.001,Bazen,BAZEN,tid_sozluk
0101.000,Bazen,BAZEN,tid_sozluk
0101.002,Bazen,BAZEN,tid_sozluk
0118.000,Büyük,BÜYÜK,tid_sozluk
0118.001,Büyük,BÜYÜK,tid_sozluk
0121.000,Birşey,BİRŞEY,tid_sozluk
0121.001,Birşey,BİRŞEY,tid_sozluk
0123.002,Bırakmak,BIRAKMAK,tid_sozluk
0123.000,Bırakmak,BIRAKMAK,tid_sozluk
0123.001,Bırakmak,BIRAKMAK,tid_sozluk
0128.000,Beklemek,BEKLEMEK,tid_sozluk
0140.001,Boş,BOŞ,tid_sozluk
0140.000,Boş,BOŞ,tid_sozluk
0140.002,Boş,BOŞ,tid_sozluk
0153.001,Büyümek,BÜYÜMEK,tid_sozluk
0153.000,Büyümek,BÜYÜMEK,tid_sozluk
0153.002,Büyümek,BÜYÜMEK,tid_sozluk
0175.001,Boş vermek,BOŞ VERMEK,tid_sozluk
0175.000,Boş vermek,BOŞ VERMEK,tid_sozluk
0179.000,Bulmak,BULMAK,tid_sozluk
0184.000,Binmek,BİNMEK,tid_sozluk
0184.001,Binmek,BİNMEK,tid_sozluk
0193.000,Bilgisayar,BİLGİSAYAR,tid_sozluk
0219.000,Burada,BURADA,tid_sozluk
0238.002,Bağırmak,BAĞIRMAK,tid_sozluk
0238.000,Bağırmak,BAĞIRMAK,tid_sozluk
0238.001,Bağırmak,BAĞIRMAK,tid_sozluk
0245.000,Balık,BALIK,tid_sozluk
0245.001,Balık,BALIK,tid_sozluk
0246.000,Böyle,BÖYLE,tid_sozluk
0246.001,Böyle,BÖYLE,tid_sozluk
0246.002,Böyle,BÖYLE,tid_sozluk
0253.001,Beğenmek,BEĞENMEK,tid_sozluk
0253.000,Beğenmek,BEĞENMEK,tid_sozluk
0263.000,Bacak,BACAK,tid_sozluk
0264.000,Belediye,BELEDİYE,tid_sozluk
0269.000,Başlamak,BAŞLAMAK,tid_sozluk
0276.000,Başkan,BAŞKAN,tid_sozluk
0302.000,Bebek,BEBEK,tid_sozluk
0303.001,Belki,BELKİ,tid_sozluk
0303.000,Belki,BELKİ,tid_sozluk
0313.000,Bedava,BEDAVA,tid_sozluk
0314.001,Buluşmak,BULUŞMAK,tid_sozluk
0314.000,Buluşmak,BULUŞMAK,tid_sozluk
0330.001,Başarmak,BAŞARMAK,tid_sozluk
0330.000,Başarmak,BAŞARMAK,tid_sozluk
0333.000,Bağlamak,BAĞLAMAK,tid_sozluk
0333.001,Bağlamak,BAĞLAMAK,tid_sozluk
0355.000,Birinci,BİRİNCİ,tid_sozluk
0355.001,Birinci,BİRİNCİ,tid_sozluk
0388.000,Basmak,BASMAK,tid_sozluk
0388.001,Basmak,BASMAK,tid_sozluk
0410.001,Burun,BURUN,tid_sozluk
0410.000,Burun,BURUN,tid_sozluk
0424.000,Buçuk,BUÇUK,tid_sozluk
0431.000,Bıkmak,BIKMAK,tid_sozluk
0431.002,Bıkmak,BIKMAK,tid_sozluk
0431.001,Bıkmak,BIKMAK,tid_sozluk
0440.001,Bölüm,BÖLÜM,tid_sozluk
0440.000,Bölüm,BÖLÜM,tid_sozluk
0451.000,Bilgi,BİLGİ,tid_sozluk
0510.000,Bel,BEL,tid_sozluk
0524.000,Beş vakit,BEŞ VAKİT,tid_sozluk
0525.001,Beyaz,BEYAZ,tid_sozluk
0525.002,Beyaz,BEYAZ,tid_sozluk
0525.000,Beyaz,BEYAZ,tid_sozluk
0526.001,Bölge,BÖLGE,tid_sozluk
0526.000,Bölge,BÖLGE,tid_sozluk
0537.000,Beş,BEŞ,tid_sozluk
0540.000,Benzemek,BENZEMEK,tid_sozluk
0540.002,Benzemek,BENZEMEK,tid_sozluk
0540.001,Benzemek,BENZEMEK,tid_sozluk
0541.000,Bozuk,BOZUK,tid_sozluk
0554.000,Burnunu sokmak,BURNUNU SOKMAK,tid_sozluk
0572.000,Başvurmak,BAŞVURMAK,tid_sozluk
0572.001,Başvurmak,BAŞVURMAK,tid_sozluk
0572.002,Başvurmak,BAŞVURMAK,tid_sozluk
0573.000,Birleşmek,BİRLEŞMEK,tid_sozluk
0573.002,Birleşmek,BİRLEŞMEK,tid_sozluk
0573.001,Birleşmek,BİRLEŞMEK,tid_sozluk
0589.001,Baltalamak,BALTALAMAK,tid_sozluk
0589.000,Baltalamak,BALTALAMAK,tid_sozluk
0602.000,Bekar,BEKAR,tid_sozluk
0603.001,Bıçak,BIÇAK,tid_sozluk
0603.000,Bıçak,BIÇAK,tid_sozluk
0604.000,Boğaz,BOĞAZ,tid_sozluk
0605.000,Bugün,BUGÜN,tid_sozluk
0605.001,Bugün,BUGÜN,tid_sozluk
0618.002,Bayılmak,BAYILMAK,tid_sozluk
0618.001,Bayılmak,BAYILMAK,tid_sozluk
0618.000,Bayılmak,BAYILMAK,tid_sozluk
0635.000,Baş başa,BAŞ BAŞA,tid_sozluk
0636.001,Başarı,BAŞARI,tid_sozluk
0636.000,Başarı,BAŞARI,tid_sozluk
0636.002,Başarı,BAŞARI,tid_sozluk
0637.000,Bayrak,BAYRAK,tid_sozluk
0658.001,Bağlı,BAĞLI,tid_sozluk
0658.000,Bağlı,BAĞLI,tid_sozluk
0676.000,Bisiklet,BİSİKLET,tid_sozluk
0694.001,Benim,BENİM,tid_sozluk
0694.000,Benim,BENİM,tid_sozluk
0725.000,Barışmak,BARIŞMAK,tid_sozluk
0725.002,Barışmak,BARIŞMAK,tid_sozluk
0725.001,Barışmak,BARIŞMAK,tid_sozluk
0726.001,Buz,BUZ,tid_sozluk
0726.000,Buz,BUZ,tid_sozluk
0748.000,Banane,BANANE,tid_sozluk
0770.002,Balkon,BALKON,tid_sozluk
0770.001,Balkon,BALKON,tid_sozluk
0770.000,Balkon,BALKON,tid_sozluk
0771.001,Bardak,BARDAK,tid_sozluk
0771.002,Bardak,BARDAK,tid_sozluk
0771.000,Bardak,BARDAK,tid_sozluk
0772.001,Başarılı,BAŞARILI,tid_sozluk
0772.000,Başarılı,BAŞARILI,tid_sozluk
0772.002,Başarılı,BAŞARILI,tid_sozluk
0773.000,Biz,BİZ,tid_sozluk
0774.000,Borç,BORÇ,tid_sozluk
0775.000,Börek,BÖREK,tid_sozluk
0775.001,Börek,BÖREK,tid_sozluk
0776.001,Buyurmak,BUYURMAK,tid_sozluk
0776.002,Buyurmak,BUYURMAK,tid_sozluk
0776.000,Buyurmak,BUYURMAK,tid_sozluk
0777.001,Büyütmek,BÜYÜTMEK,tid_sozluk
0777.000,Büyütmek,BÜYÜTMEK,tid_sozluk
0777.002,Büyütmek,BÜYÜTMEK,tid_sozluk
0799.002,Bağlanmak,BAĞLANMAK,tid_sozluk
0799.000,Bağlanmak,BAĞLANMAK,tid_sozluk
0799.001,Bağlanmak,BAĞLANMAK,tid_sozluk
0800.000,Bakışmak,BAKIŞMAK,tid_sozluk
0801.000,Belli,BELLİ,tid_sozluk
0801.001,Belli,BELLİ,tid_sozluk
0802.000,Beri,BERİ,tid_sozluk
0833.002,Basit,BASİT,tid_sozluk
0833.000,Basit,BASİT,tid_sozluk
0833.001,Basit,BASİT,tid_sozluk
0834.000,Bilgi vermek,BİLGİ VERMEK,tid_sozluk
0875.000,Banka,BANKA,tid_sozluk
0876.002,Başbakan,BAŞBAKAN,tid_sozluk
0876.000,Başbakan,BAŞBAKAN,tid_sozluk
0876.001,Başbakan,BAŞBAKAN,tid_sozluk
0877.001,Benzin,BENZİN,tid_sozluk
0877.000,Benzin,BENZİN,tid_sozluk
0878.000,Boşanmak,BOŞANMAK,tid_sozluk
0879.000,Bozulmak,BOZULMAK,tid_sozluk
0922.002,Bakkal,BAKKAL,tid_sozluk
0922.001,Bakkal,BAKKAL,tid_sozluk
0922.000,Bakkal,BAKKAL,tid_sozluk
0971.001,Başarısız,BAŞARISIZ,tid_sozluk
0971.002,Başarısız,BAŞARISIZ,tid_sozluk
0971.000,Başarısız,BAŞARISIZ,tid_sozluk
0972.001,"Başvuru, Müracaat",BAŞVURU,tid_sozluk
0972.001,"Başvuru, Müracaat",MÜRACAAT,tid_sozluk
0972.001,"Başvuru, Müracaat",BAŞVURU,tid_sozluk
0972.001,"Başvuru, Müracaat",MÜRACAAT,tid_sozluk
0972.000,"Başvuru, Müracaat",BAŞVURU,tid_sozluk
0972.000,"Başvuru, Müracaat",MÜRACAAT,tid_sozluk
0972.000,"Başvuru, Müracaat",BAŞVURU,tid_sozluk
0972.000,"Başvuru, Müracaat",MÜRACAAT,tid_sozluk
0973.000,Bu kadar,BU KADAR,tid_sozluk
0973.001,Bu kadar,BU KADAR,tid_sozluk
1010.000,Bin,BİN,tid_sozluk
1017.001,Biber,BİBER,tid_sozluk
1017.000,Biber,BİBER,tid_sozluk
1018.000,Bilet,BİLET,tid_sozluk
1019.000,Biriktirmek,BİRİKTİRMEK,tid_sozluk
1019.001,Biriktirmek,BİRİKTİRMEK,tid_sozluk
1020.001,Broşür,BROŞÜR,tid_sozluk
1020.000,Broşür,BROŞÜR,tid_sozluk
1073.000,Berbat,BERBAT,tid_sozluk
1074.000,Bira,BİRA,tid_sozluk
1074.001,Bira,BİRA,tid_sozluk
1075.000,Biri,BİRİ,tid_sozluk
1076.001,Boğulmak,BOĞULMAK,tid_sozluk
1076.002,Boğulmak,BOĞULMAK,tid_sozluk
1076.000,Boğulmak,BOĞULMAK,tid_sozluk
1077.000,Bol,BOL,tid_sozluk
1077.001,Bol,BOL,tid_sozluk
1077.002,Bol,BOL,tid_sozluk
1078.000,Boy,BOY,tid_sozluk
1140.000,Bahçe,BAHÇE,tid_sozluk
1140.001,Bahçe,BAHÇE,tid_sozluk
1141.000,Balta,BALTA,tid_sozluk
1142.000,Basketbol,BASKETBOL,tid_sozluk
1143.000,Bayram,BAYRAM,tid_sozluk
1143.001,Bayram,BAYRAM,tid_sozluk
1143.002,Bayram,BAYRAM,tid_sozluk
1144.001,Bir daha,BİR DAHA,tid_sozluk
1144.000,Bir daha,BİR DAHA,tid_sozluk
1145.000,Bok,BOK,tid_sozluk
1146.000,Boya,BOYA,tid_sozluk
1215.000,Bal,BAL,tid_sozluk
1216.001,Banyo,BANYO,tid_sozluk
1216.000,Banyo,BANYO,tid_sozluk
1217.000,Batmak,BATMAK,tid_sozluk
1217.001,Batmak,BATMAK,tid_sozluk
1218.000,Bıyık,BIYIK,tid_sozluk
1218.001,Bıyık,BIYIK,tid_sozluk
1219.000,Bina,BİNA,tid_sozluk
1220.000,Boğa,BOĞA,tid_sozluk
1221.000,Boyamak,BOYAMAK,tid_sozluk
1221.002,Boyamak,BOYAMAK,tid_sozluk
1221.001,Boyamak,BOYAMAK,tid_sozluk
1222.000,Bravo,BRAVO,tid_sozluk
1222.002,Bravo,BRAVO,tid_sozluk
1222.001,Bravo,BRAVO,tid_sozluk
1223.001,Bütün,BÜTÜN,tid_sozluk
1223.000,Bütün,BÜTÜN,tid_sozluk
1223.002,Bütün,BÜTÜN,tid_sozluk
1224.001,Büyükşehir,BÜYÜKŞEHİR,tid_sozluk
1224.000,Büyükşehir,BÜYÜKŞEHİR,tid_sozluk
1304.000,Babaanne,BABAANNE,tid_sozluk
1305.000,Balon,BALON,tid_sozluk
1306.000,Baş üstüne,BAŞ ÜSTÜNE,tid_sozluk
1307.000,Başörtüsü (Eşarp),BAŞÖRTÜSÜ (EŞARP),tid_sozluk
1308.001,Bayat,BAYAT,tid_sozluk
1308.000,Bayat,BAYAT,tid_sozluk
1309.002,Beyin,BEYİN,tid_sozluk
1309.000,Beyin,BEYİN,tid_sozluk
